timestamp,netid,ruid,data_structures,calculus_and_linear_algebra,probability_and_statistics,data_visualization,python_libraries,shell_scripting,sql,python_scripting,jupyter_notebook,regression,programming_languages,algorithms,complexity_measures,visualization_tools,massive_data_processing,quiz_score
2025-09-04 00:15:33 +0200,d1d28bcac997,4a5b1b13134e521b10,20,9,17,17,8,1,1,1,0,1,17,20,7,4,0,61.20984713722012
2025-09-04 00:16:08 +0200,8d9085848c,a5b7fcfcfda1b7fd,23,18,45,18,4,1,5,0,1,4,17,11,5,1,0,73.17840109492334
2025-09-04 00:17:18 +0200,b9adb8bcbbe4,39286860603a216160,13,10,14,16,0,1,1,1,1,1,11,6,1,2,1,35.66496266326254
2025-09-04 00:21:29 +0200,d6cf94d6d68e9b,3c2661666634276e61,15,10,22,12,1,1,1,1,1,0,11,6,1,0,0,21.287558751692792
2025-09-04 00:28:39 +0200,c7dd9ac7c494,60703e393965793e3d,7,11,15,11,8,0,5,1,0,0,15,9,4,1,2,46.092562297313506
2025-09-04 00:37:44 +0200,2f2363343e6e,dccd808585daca8080,20,15,21,7,0,1,0,1,1,3,9,7,3,0,0,36.2835673332426
2025-09-04 01:08:32 +0300,f4ffe1eced,1d0e4d44441a084742,0,25,0,9,2,1,1,1,1,0,10,13,1,0,0,53.93441984449383
2025-09-04 01:13:32 +0300,1b0f13121349,2d3f7274742f387074,34,25,36,35,19,0,0,5,5,12,27,28,5,0,12,77.15953039963804
2025-09-04 01:14:32 +0300,ebf5e2e0e7be,31206d68683125616d,26,20,42,26,11,1,0,0,5,9,0,20,8,1,0,67.6768662985774
2025-09-04 01:16:02 +0300,6266757076,d7c58f8e8ed3c1898e,28,15,41,7,4,1,1,1,1,0,10,0,2,0,0,45.05870776233543
2025-09-04 01:19:18 +0300,ebfbbde0e8b8,8496dcdddd8e92dcdb,23,13,31,28,12,1,5,5,5,9,17,14,2,2,1,36.91174805572267
2025-09-04 01:21:03 +0300,d2dbd3d0d5,786a2021217c6e2022,28,20,41,28,20,5,5,0,5,12,22,20,4,14,9,88.41863540883118
2025-09-04 01:29:50 +0300,8b8cc28089de,5d4c0104045b490005,25,13,43,25,4,1,5,1,1,12,12,4,1,5,0,67.7617225696816
2025-09-04 03:29:13 +0500,b8b6a4a3a2,9e8fc1c7c79e8bc2c4,21,10,43,28,12,1,0,0,0,7,20,21,7,8,5,78.5690019815479
2025-09-04 03:29:42 +0500,d2ce83dedd,273d787d7d22347874,24,15,39,26,9,1,5,0,5,0,21,13,3,4,0,72.57738080154334
2025-09-04 03:31:01 +0500,6c68707077,9a8bc4c3c39d8fc2c5,9,8,26,14,2,1,1,1,1,3,6,8,3,2,0,56.13422180164633
2025-09-04 04:20:41 +0600,f9e1fefbff,7766292e2e7161292d,35,15,49,35,20,1,0,5,5,13,22,22,5,15,5,77.50580304815901
2025-09-04 05:09:47 +0700,47545e565704,392b6760603d296861,23,11,26,21,0,1,0,0,0,3,14,21,0,1,0,61.00806846943999
2025-09-04 06:07:17 +0800,bdace9b8bf,a5b7fdfcfca1bdfafb,35,16,50,35,12,1,1,5,5,5,24,22,4,8,0,82.29791630046928
2025-09-04 06:08:14 +0800,f5faf2fbfba0,7f6e2226267a6e2e22,0,13,36,22,8,1,0,5,1,7,18,6,6,5,0,63.25384120823877
2025-09-04 06:08:49 +0800,1a02010f08,081a515151031b5951,26,11,24,19,8,1,1,1,5,0,13,8,1,0,0,48.50767563645931
2025-09-04 06:13:19 +0800,3a3a70333268,59480400005d410103,28,14,31,28,13,1,5,1,1,3,16,12,0,1,0,58.992095320936414
2025-09-04 06:14:59 +0800,fee3bdfffbac,f9e8a4a0a0f9e1a1a2,16,12,28,24,13,1,5,0,0,7,19,15,5,7,2,50.19276947934517
2025-09-04 06:24:08 +0800,9086c19496cf,31206d686835206c60,26,21,26,28,9,0,0,5,0,4,20,22,10,1,2,62.60419758569623
2025-09-04 06:29:53 +0800,021b4e0503,5145080b0b52450c0a,29,19,55,28,16,1,5,5,1,0,27,32,10,0,8,69.08219640814559
2025-09-04 06:34:49 +0800,3e377a2227,4e5c161717495f1016,32,25,0,28,14,1,0,5,5,2,20,17,0,0,4,56.08199574456222
2025-09-04 07:17:59 +0900,d6dcd0d0d3,a1b3faf8f8a0b6f1f1,24,15,27,21,0,1,5,0,0,0,16,9,4,7,0,62.07865175391823
2025-09-04 07:54:31 +0930,f6faa4f3,8496d9dddd8f91dcdd,21,19,46,25,11,1,0,1,1,3,22,18,8,8,1,82.51355279842659
2025-09-04 07:58:15 +0930,f6eefefffaa5,3a3a7372712a3d737478,28,20,26,28,13,0,5,5,5,12,19,18,2,18,3,51.121667959202384
2025-09-04 08:07:07 +0930,baa1b8bbbbe3,8392dcdada819bd2d2,28,13,35,15,9,1,0,5,5,6,20,14,6,2,0,66.6709424281137
2025-09-04 08:20:51 +1000,031748080b57,cddc909494c7de9c9d,15,10,26,21,0,1,1,1,1,0,19,0,0,0,0,52.45355542734336
2025-09-04 08:23:45 +1000,8e84c9878a,9e8fc2c7c79e87c6cf,18,16,55,34,0,1,5,0,0,9,15,0,5,0,0,76.19197086855908
2025-09-04 08:32:01 +1000,58480d5351,31206f686832216868,19,17,26,20,2,0,0,0,0,0,17,13,6,0,5,63.405095460653115
2025-09-04 08:33:30 +1000,51420e4b4d,15044c4c4c100c444c,16,18,38,10,6,1,1,1,5,3,10,21,10,1,1,52.44809604252511
2025-09-04 08:55:15 +1030,203e2a2928,2e3a7e777729377070,0,15,0,16,4,0,5,5,5,3,0,2,0,0,0,38.07676790227884
2025-09-04 09:06:53 +1100,a5aae0bcbbef,d0c2888989d0c78b8d,16,13,14,11,2,1,0,1,5,2,17,0,0,0,1,46.71240299592436
2025-09-04 09:07:33 +1100,293222272571,190b4240401a0b4940,14,13,25,19,0,5,1,0,1,3,17,7,0,2,0,53.41635390981012
